numero,nif,nome,tipo_entidade,deporte,web_modalidades,nome_especialidade,enderezo,direcion,codigo_postal,codigo_provincia,provincia,wikidata_provincias,codigo_concello,concello,wikidata_concellos,telefono1,telefono2,web,data_alta
,,,,mountaineering,http://www.wikidata.org/entity/Q36908,,,,,,,,,,,,,,
,,,,caving,http://www.wikidata.org/entity/Q200341,,,,,,,,,,,,,,
,,,,DEPORTES DE INVERNO,http://www.wikidata.org/entity/Q204686,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,ACTIVIDADES SUBACUÁTICAS,,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-03666,G27266543,S. DE CAZADORES SAN VERISIMO VILLAQUINTE,CLUB DEPORTIVO,shooting sports,http://www.wikidata.org/entity/Q206989,"TIRO AL PICHON, PRATO FEDECAT","ROBLEDO DE RAO, 6",ROBLEDO DE RAO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27034,Navia de Suarna,http://www.wikidata.org/entity/Q1445393,649309207,649309207,,1992-09-09
,,,,CAZA,,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-08209,G32140832,SOCIEDADE DEPORTIVA DE CAZADORES DE PARADA DO SIL,CLUB DEPORTIVO,CAZA,,"CAZA MENOR, CAZA MAYOR","REQUIÁN, Nº 3 - LOCAL SOCIAL DE CAZADORES PARADA DE SIL",REQUIÁN,,32,Ourense,http://www.wikidata.org/entity/Q95038,32057,Parada de Sil,http://www.wikidata.org/entity/Q1632841,639827367,665999876,,2004-07-20
C-15007,G19375666,CLUB DEPORTIVO AHIMSA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RÚA CAMPOS VERDES, 11 1º",RÚA CAMPOS VERDES,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27066,Viveiro,http://www.wikidata.org/entity/Q641221,679980831,679980831,,2024-08-28
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-15006,,CORUÑA BEACH CLUB,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,VOLEY-PRAIA,"RÚA MONTE ALTO, Nº:21",RÚA MONTE ALTO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,682034383,682034383,,2024-08-27
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
C-06981,G15809189,CLUB DE CAZADORES DE FRADES,CLUB DEPORTIVO,CAZA,,,"CIMADEVILA, 10",CIMADEVILA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15038,Frades,http://www.wikidata.org/entity/Q1616172,620733062,659851409,,2001-04-11
C-01542,G15278823,CLUB DE FÚTBOL LIRA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"LUGAR LUGAR LIRA, S/N",LUGAR LUGAR LIRA,15292,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15020,Carnota,http://www.wikidata.org/entity/Q1368813,661959036,667282531,,1988-04-11
F-00534,G15117385,FEDERACIÓN GALEGA DE REMO,FEDERACIÓN DEPORTIVA GALEGO,rowing,http://www.wikidata.org/entity/Q159354,,TRAVESIA DE GUTEMBERG 5 1null,TRAVESIA DE GUTEMBERG,15008,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,981264833,650215697,,1985-04-29
C-15005,,ASOCIACIÓN DE CAZADORES RÍO MERA DE OINES,CLUB DEPORTIVO,CAZA,,,LUGAR DE CAMPO S/N,LUGAR DE CAMPO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15006,Arzúa,http://www.wikidata.org/entity/Q651676,679420916,679420916,,2024-08-26
C-13736,G70595046,CLUB ATLÉTICO CERCEDENSE,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"LUGAR PIÑEIRO,58.CAMPO DE FÚTBOL O ROXO",LUGAR PIÑEIRO,15185,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15024,Cerceda,http://www.wikidata.org/entity/Q1369070,686174069,619928724,,2019-08-20
C-15004,,PELAO FUTSAL,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"R/ APOLO, Nº1",R/ APOLO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,681931058,681931058,,2024-08-23
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-05652,G15628894,CLUB BALONCESTO COSTA ÁRTABRA,CLUB DEPORTIVO,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,"R./ SOL,  59, 1º  A",R./ SOL,15402,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,625698451,625698451,,1997-12-04
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-01153,G15124449,CLUB DEPORTE ADAPTADO ADM FERROLTERRA,CLUB DEPORTIVO,DEPORTE ADAPTADO,,"PÁDEL, ATLETISMO, BALONCESTO EN CADEIRA DE RODAS, BOCCIA, TENIS DE MESA","RUA FERNANDO VI, BLOQUE 2-LOCAL 18-19",RUA FERNANDO VI,15403,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,981351430,657947076,admferrol.com,1987-07-03
C-00406,G15130354,C. SANTO DOMINGO DE BETANZOS,CLUB DEPORTIVO,dancesport,http://www.wikidata.org/entity/Q738622,,RUA RÚA VENEZUELA 3 ENTC,RUA RÚA VENEZUELA,15300,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15009,Betanzos,http://www.wikidata.org/entity/Q671341,635662266,635662266,,1984-11-23
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
,,,,taekwondo,http://www.wikidata.org/entity/Q36389,,,,,,,,,,,,,,
,,,,karate,http://www.wikidata.org/entity/Q11419,,,,,,,,,,,,,,
,,,,basketball,http://www.wikidata.org/entity/Q5372,,,,,,,,,,,,,,
C-05823,G32240392,SOUTOPENEDO C. DE FUTBOL,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"TABERNA DO ANTELANO - SOUTOPENEDO, 27",TABERNA DO ANTELANO - SOUTOPENEDO,,32,Ourense,http://www.wikidata.org/entity/Q95038,32075,San Cibrao das Viñas,http://www.wikidata.org/entity/Q973465,,616982399,,1998-06-08
C-07433,G32294217,CLUB DEPORTIVO ROCAS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,PRAZA SOUTEIRA S/N,PRAZA SOUTEIRA,32720,32,Ourense,http://www.wikidata.org/entity/Q95038,32031,Esgos,http://www.wikidata.org/entity/Q1607520,661508242,661508242,,2002-06-13
C-01194,V32027757,CLUB DEPORTIVO ARENTEIRO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"CARRETERA CTRA. DE CABANELAS, S/N",CARRETERA CTRA. DE CABANELAS,32500,32,Ourense,http://www.wikidata.org/entity/Q95038,32019,O Carballiño,http://www.wikidata.org/entity/Q1607558,627510962,627510962,www.cdarenteiro.es,1987-09-22
C-05071,G15561293,A. D. NICRARIENSE,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,LUGAR LUGAR DE CEPELO S/N,LUGAR LUGAR DE CEPELO,15830,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15056,Negreira,http://www.wikidata.org/entity/Q840787,636712708,636712708,,1996-06-06
C-15003,G19372168,ENTROIDEIROS FUTSAL,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"R/ MAIOR, Nº 35",R/ MAIOR,,32,Ourense,http://www.wikidata.org/entity/Q95038,32085,Verín,http://www.wikidata.org/entity/Q176504,654708286,654708286,,2024-08-22
C-01583,G15298193,S. DE CAZADORES DE TEO,CLUB DEPORTIVO,CAZA,,,TRIBALDES S/N,TRIBALDES,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15082,"Teo, A Coruña",http://www.wikidata.org/entity/Q1635642,981809126,,,1988-07-07
C-00295,G15115371,SOCIEDADE DEPORTIVA AS XUBIAS DA CORUÑA,CLUB DEPORTIVO,rowing,http://www.wikidata.org/entity/Q159354,,PLAYA DE OZA S/N,PLAYA DE OZA,15006,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,639831870,981850102,,1984-06-12
,,,,canoeing and kayaking,http://www.wikidata.org/entity/Q213934,,,,,,,,,,,,,,
C-12473,G70465794,SAMURAI SPORT`S CLUB,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,CARREIRAS,"PRAZA DO HOSPITAL, 7, BAIXO",PRAZA DO HOSPITAL,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15070,As Pontes de García Rodríguez,http://www.wikidata.org/entity/Q1442761,981102510,670770004,,2015-11-26
C-00171,G27122886,IBERIA CLUB FUTBOL,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"RÚA O SOUTO, S/N",RÚA O SOUTO,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27005,Barreiros,http://www.wikidata.org/entity/Q1634820,650309407,,,1984-02-14
C-01587,G15152424,PUEBLA FUTBOL CLUB.,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"LG. CABIO, S/N APARTADO DE CORREOS 86",LG. CABIO,15940,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15067,A Pobra do Caramiñal,http://www.wikidata.org/entity/Q300525,656950289,656950289,,1988-07-07
C-06359,G27248418,SOCIEDADE MINDONIENSE DE CAZA,CLUB DEPORTIVO,shooting sports,http://www.wikidata.org/entity/Q206989,PRATO FEDECAT,AVENIDA SAN LUCAS 53 2null,AVENIDA SAN LUCAS,27740,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27030,Mondoñedo,http://www.wikidata.org/entity/Q840362,606917062,606917062,,1999-10-06
,,,,CAZA,,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-02018,G27126994,C. D. FOZ,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA CORPORACIONES S/N,RUA CORPORACIONES,27780,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27019,Foz,http://www.wikidata.org/entity/Q917878,982141757,982141883,,1989-03-31
C-15002,,KICKSTRIKER FS,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"ALFRED VICENTI, NÚM 11, BAIXO",ALFRED VICENTI,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,646285922,617357799,,2024-08-21
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-14496,G10986396,CLUB AUSARTA BERGONDO,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,,LUGAR A SENRA 33,LUGAR A SENRA,15165,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15008,Bergondo,http://www.wikidata.org/entity/Q644018,982523034,982523034,,2022-08-09
C-00903,G15128069,UNION D. JUVENIL DE ALMEIRAS,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RÚA CATAS  S/N,RÚA CATAS,15174,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15031,Culleredo,http://www.wikidata.org/entity/Q1113450,686210663,686210663,,1986-09-22
C-14957,,RAYO DE VILABOA FS,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"NUESTRA SEÑORA DE LA LUZ, NÚM 7, 4º C",NUESTRA SEÑORA DE LA LUZ,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,608607741,608607741,,2024-06-18
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-11760,G70392105,CLUB CICLISTA TERRAS DO EUME,CLUB DEPORTIVO,CICLISMO,,"TRÍATLON, DUATLÓN","AVDA. DE LUGO, 50, BAIXO",AVDA. DE LUGO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15070,As Pontes de García Rodríguez,http://www.wikidata.org/entity/Q1442761,663087480,663087480,,2013-11-13
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-14071,G10780740,CLUB DEPORTIVO ALECRÍN,CLUB DEPORTIVO,dancesport,http://www.wikidata.org/entity/Q738622,,"RÚA ROSALÍA DE CASTRO, 118,  2º C",RÚA ROSALÍA DE CASTRO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15078,Santiago de Compostela,http://www.wikidata.org/entity/Q14314,626705706,6267057068,,2013-11-25
C-10069,G70205679,FERROLVENTO WINDSURF,CLUB DEPORTIVO,sailing,http://www.wikidata.org/entity/Q14085739,WINDSURF,"AVDA. DO MAR, S/N. CARANZA",AVDA. DO MAR,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,669185611,669185611,,2009-03-09
C-12632,G27480318,CLUB TRABADA FUTSAL,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RÚA SERRA DA CADEIRA, 21 1ºIZDA",RÚA SERRA DA CADEIRA,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27061,Trabada,http://www.wikidata.org/entity/Q1447468,686904554,686904554,,2016-05-05
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-12718,G27483023,CENTRO DEPORTIVO D10,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,LUGAR MOSTEIRO S/N,LUGAR MOSTEIRO,27150,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27039,Outeiro de Rei,http://www.wikidata.org/entity/Q643709,982986035,682473202,,2016-08-22
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
,,,,competitive swimming,http://www.wikidata.org/entity/Q31920,,,,,,,,,,,,,,
C-05779,G15644347,EIRIS SOCIEDADE DEPORTIVA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"C/TRASMONTE DE CURTIDOS, 2",C/TRASMONTE DE CURTIDOS,15009,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,617306549,617306549,,1998-04-22
C-00950,G27128172,C. SAN MARTIN DE COTA,CLUB DEPORTIVO,CAZA,,,BERTAMIL - XIÁ,BERTAMIL - XIÁ,27227,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27020,Friol,http://www.wikidata.org/entity/Q576916,629425161,629425161,,1986-11-25
C-12387,G70464979,RUNNING OLEIROS,CLUB DEPORTIVO,gymnastics,http://www.wikidata.org/entity/Q43450,,"PRAZA DA LIBERDADE, 1",PRAZA DA LIBERDADE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15058,Oleiros,http://www.wikidata.org/entity/Q688611,687707855,,,2015-09-15
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-15001,G27236256,PEÑA MADRIDISTA DE SARRIA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"LIBERDADE, 184",LIBERDADE,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27057,Sarria,http://www.wikidata.org/entity/Q174833,658952074,696928943,,1998-11-11
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-13853,G70605035,CLUB ATLETISMO TAMBRE,CLUB DEPORTIVO,athletics,http://www.wikidata.org/entity/Q542,,RÚA DO DEPORTE 2. SIGÜEIRO,RÚA DO DEPORTE,15688,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15060,Oroso,http://www.wikidata.org/entity/Q924131,629415223,629415223,,2019-12-05
C-08849,G70045844,CLUB ESCOLA DE BASKET XIRIA,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,RUA MUIÑO DA PINTURA(PAVILLÓN IES PARGA PONDAL) 4,RUA MUIÑO DA PINTURA(PAVILLÓN IES PARGA PONDAL),15100,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15019,Carballo,http://www.wikidata.org/entity/Q166137,607847925,606373350,www.escolabasketxiria.com,2006-03-24
C-11411,G27439512,AGRUPACION DEPORTIVA VETERANOS PARADELA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,"ESDULFE, S/N",ESDULFE,,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27042,Paradela,http://www.wikidata.org/entity/Q431456,646569693,,,2012-11-13
C-14480,G10584530,ESCOLA DE FÚTBOL CONCELLO DE CAMARIÑAS JUAN CABREJO,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA RAMÓN NOGUEIRA 2,RUA RAMÓN NOGUEIRA,15123,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15016,Camariñas,http://www.wikidata.org/entity/Q1373985,647659708,610367655,,2022-07-21
C-13287,G27502301,CARBALLEDO CF,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,MEIXONFRIO - VILLAQUINTE 14,MEIXONFRIO - VILLAQUINTE,27533,27,Lugo Province,http://www.wikidata.org/entity/Q95027,27009,Carballedo,http://www.wikidata.org/entity/Q1444347,657173030,,,2018-07-16
C-14576,G72822158,COLECTIVO HÉRCULES,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,"RÚA SAN VICENTE, 60, 4ºI",RÚA SAN VICENTE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,654854154,654854154,,2022-12-13
,,,,tennis,http://www.wikidata.org/entity/Q847,,,,,,,,,,,,,,
,,,,TRÍATLON E PENTATLÓN MODERNO,http://www.wikidata.org/entity/Q10980,,,,,,,,,,,,,,
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
,,,,CICLISMO,http://www.wikidata.org/entity/Q2215841,,,,,,,,,,,,,,
,,,,boxing,http://www.wikidata.org/entity/Q32112,,,,,,,,,,,,,,
,,,,BILLAR,,,,,,,,,,,,,,,
,,,,athletics,http://www.wikidata.org/entity/Q542,,,,,,,,,,,,,,
C-10140,G70214689,SAN XOAN TENIS DE MESA,CLUB DEPORTIVO,table tennis,http://www.wikidata.org/entity/Q3930,,CAMPO DE CHAO,CAMPO DE CHAO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,981320853,619008084,,2009-06-08
C-14999,,PICKLEBALL CLUB FERROL,CLUB DEPORTIVO,tennis,http://www.wikidata.org/entity/Q847,,"AVENIDA NICASIO PÉREZ, Nº7",AVENIDA NICASIO PÉREZ,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,629912269,629912269,,2024-08-14
C-15000,,A SEARA FUTSAL FOR YOU,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"LGAR. A SEARA, Nº 200",LGAR. A SEARA,,32,Ourense,http://www.wikidata.org/entity/Q95038,32020,Cartelle,http://www.wikidata.org/entity/Q1606020,695157024,695157024,,2024-08-14
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
C-14998,,CLUB CICLISTA TERRAS DE CELANOVA,CLUB DEPORTIVO,CICLISMO,,"CICLO-CROSS, CARRETEIRA, BICICLETA MONTAÑA (BTT)",RUA PARQUE EMPRESARIAL 1,RUA PARQUE EMPRESARIAL,32800,32,Ourense,http://www.wikidata.org/entity/Q95038,32024,Celanova,http://www.wikidata.org/entity/Q1605505,661298481,678845230,,2024-08-14
C-10189,G70219498,CLUB UNIÓN VECINAL VENTORRILLO,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,R/ ALCALDE SALORIO SUAREZ 26,R/ ALCALDE SALORIO SUAREZ,15010,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,605069646,605069646,,2009-07-24
C-14997,G19385186,SI BUSCAS CASA,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,"RONDA DE NELLE, 126, BAJO",RONDA DE NELLE,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,604040997,604040997,,2024-08-13
C-06793,G15861701,"CLUB ""SAN FRANCISCO""- TEO",CLUB DEPORTIVO,chess,http://www.wikidata.org/entity/Q718,,"RUA AMENEIRO ,8- BAIXO PARROQUIAIS. OS TILOS",RUA AMENEIRO,15894,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15082,"Teo, A Coruña",http://www.wikidata.org/entity/Q1635642,981819501,6202852760,,2000-11-07
,,,,karate,http://www.wikidata.org/entity/Q11419,,,,,,,,,,,,,,
,,,,JUDO E D.A.,,,,,,,,,,,,,,,
C-06945,G32278541,SOCIEDAD DEPORTIVA E CULTURAL ARRABALDO,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,XIMNASIA MANTEMENTO,"LGAR. CAMPO DE FUTBOL ""O SEIXO"", S/N","LGAR. CAMPO DE FUTBOL ""O SEIXO""",,32,Ourense,http://www.wikidata.org/entity/Q95038,32054,Ourense,http://www.wikidata.org/entity/Q99151,988384281,677287025,,2001-03-19
,,,,association football,http://www.wikidata.org/entity/Q2736,,,,,,,,,,,,,,
,,,,DEPORTE XERAL,,,,,,,,,,,,,,,
C-10498,G70255153,I.T.F.OROSO,CLUB DEPORTIVO,KICKBOXING E MUAYTHAI,,,"RÚA BATALLA, NÚM.18, 2º I",RÚA BATALLA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15060,Oroso,http://www.wikidata.org/entity/Q924131,981688900,645981316,,2010-06-11
C-02797,G15282221,C. BASKETMI - FERROL,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,RUA FERNANDO VI BLOQ 2 BAJO PORTAL 18-19,RUA FERNANDO VI BLOQ,15403,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,617208093,647554529,,1990-10-23
C-13878,G70608450,PÁDEL SIGÜEIRO,CLUB DEPORTIVO,padel,http://www.wikidata.org/entity/Q1582389,,RÚA TRAZO 5,RÚA TRAZO,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15060,Oroso,http://www.wikidata.org/entity/Q924131,651177095,651177095,,2020-01-14
C-14996,G19365816,BASKET TÉCNIC,CLUB DEPORTIVO,basketball,http://www.wikidata.org/entity/Q5372,,"R/ MARCELO MACÍAS, 12 - 1º C",R/ MARCELO MACÍAS,,32,Ourense,http://www.wikidata.org/entity/Q95038,32032,Xinzo de Limia,http://www.wikidata.org/entity/Q918637,604064756,604064756,,2024-08-12
C-07519,G15899339,HERCULES CORUÑA F.S.,CLUB DEPORTIVO,futsal,http://www.wikidata.org/entity/Q171401,,RUA TORRE 106 ENTRA,RUA TORRE,15002,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15030,A Coruña,http://www.wikidata.org/entity/Q8757,625035173,625035173,,2002-09-17
C-12563,G70478748,CLUB ARCO A FROUXEIRA,CLUB DEPORTIVO,archery,http://www.wikidata.org/entity/Q108429,,"RUA C/SANTIAGO,  19-21 3Dcha.",RUA C/SANTIAGO,15572,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15054,Narón,http://www.wikidata.org/entity/Q1368896,640378967,640378967,,2016-02-23
C-10282,G70228358,CLUB DE PATINAXE CAMPUS STELLAE,CLUB DEPORTIVO,skating,http://www.wikidata.org/entity/Q14300548,PATINAXE ARTÍSTICO,"AVENIDA AVDA DE SALAMANCA, 3-5,2º B 3",AVENIDA AVDA DE SALAMANCA,15074,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15078,Santiago de Compostela,http://www.wikidata.org/entity/Q14314,667692996,600260563,,2009-10-19
C-10551,G70261599,CLUB DEPORTIVO DE NATACIÓN CIDADE DE SANTIAGO,CLUB DEPORTIVO,competitive swimming,http://www.wikidata.org/entity/Q31920,"SINCRONIZADA, WATERPOLO","RUA TRAS SANTA ISABEL, PISCINA MUNICIPAL S/N",RUA TRAS SANTA ISABEL,15704,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15078,Santiago de Compostela,http://www.wikidata.org/entity/Q14314,639332658,639332658,,2010-07-29
C-02539,G15245038,C. NATACION FERROL,CLUB DEPORTIVO,competitive swimming,http://www.wikidata.org/entity/Q31920,,"AVENIDA EMILIA PARDO BAZA, S/N - COMPEJO POLIDEPORTIVO JAVIER GOMEZ NOYA 2null",AVENIDA EMILIA PARDO BAZA,15006,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15036,Ferrol,http://www.wikidata.org/entity/Q485329,981324712,620830621,,1990-02-05
C-03115,G15330905,C. DE FUTBOL RÁPIDO DE NEDA,CLUB DEPORTIVO,association football,http://www.wikidata.org/entity/Q2736,,RUA SAN ISIDRO 1,RUA SAN ISIDRO,15510,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15055,Neda,http://www.wikidata.org/entity/Q1635664,653488063,653488063,,1991-05-27
S-10192,G70219100,SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL,ENTIDADE MERCANTIL,HOCKEY,,,"AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E",AVDA. DE LA MAHIA,,15,A Coruña Province,http://www.wikidata.org/entity/Q82119,15002,Ames,http://www.wikidata.org/entity/Q1353997,618283122,629619025,,2009-07-29
,,,,gymnastics,http://www.wikidata.org/entity/Q43450,,,,,,,,,,,,,,
,,,,chess,http://www.wikidata.org/entity/Q718,,,,,,,,,,,,,,
,,,,VOLEIBOL,http://www.wikidata.org/entity/Q1734,,,,,,,,,,,,,,
