NÚMERO;NIF;DENOMINACION;TIPO_ENTIDADE;MODALIDADES;ESPECIALIDADES;ENDEREZO;CP;CÓDIGO ;PROVINCIA;CÓDIGO CONCELLO;CONCELLO;TELÉFONO 1;TELÉFONO 2;PÁXINA WEB;FECHA_ALTA
C-15000;;A SEARA FUTSAL FOR YOU;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; LGAR. A SEARA, Nº 200;;32;OURENSE;32020;CARTELLE;695157024;695157024;;14/08/2024
C-14998;;CLUB CICLISTA TERRAS DE CELANOVA;CLUB DEPORTIVO;CICLISMO;CICLO-CROSS, CARRETEIRA, BICICLETA MONTAÑA (BTT); RUA PARQUE EMPRESARIAL 1;32800;32;OURENSE;32024;CELANOVA;661298481;678845230;;14/08/2024
C-10189;G70219498;CLUB UNIÓN VECINAL VENTORRILLO;CLUB DEPORTIVO;BALONCESTO;; R/ ALCALDE SALORIO SUAREZ 26;15010;15;A CORUÑA;15030;CORUÑA, A;605069646;605069646;;24/07/2009
C-14997;G19385186;SI BUSCAS CASA;CLUB DEPORTIVO;FÚTBOL SALA;; RONDA DE NELLE, 126, BAJO;;15;A CORUÑA;15030;CORUÑA, A;604040997;604040997;;13/08/2024
C-06793;G15861701;"CLUB ""SAN FRANCISCO""- TEO";CLUB DEPORTIVO;XADREZ, KARATE, JUDO E D.A.;; RUA AMENEIRO ,8- BAIXO PARROQUIAIS. OS TILOS;15894;15;A CORUÑA;15082;TEO;981819501;6202852760;;07/11/2000
C-06945;G32278541;SOCIEDAD DEPORTIVA E CULTURAL ARRABALDO;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL, DEPORTE XERAL;XIMNASIA MANTEMENTO;" LGAR. CAMPO DE FUTBOL ""O SEIXO"", S/N";;32;OURENSE;32054;OURENSE;988384281;677287025;;19/03/2001
C-10498;G70255153;I.T.F.OROSO;CLUB DEPORTIVO;KICKBOXING E MUAYTHAI;; RÚA BATALLA, NÚM.18, 2º I;;15;A CORUÑA;15060;OROSO;981688900;645981316;;11/06/2010
C-02797;G15282221;C. BASKETMI - FERROL;CLUB DEPORTIVO;BALONCESTO;; RUA FERNANDO VI BLOQ 2 BAJO PORTAL 18-19;15403;15;A CORUÑA;15036;FERROL;617208093;647554529;;23/10/1990
C-13878;G70608450;PÁDEL SIGÜEIRO;CLUB DEPORTIVO;PÁDEL;; RÚA TRAZO 5;;15;A CORUÑA;15060;OROSO;651177095;651177095;;14/01/2020
C-14996;G19365816;BASKET TÉCNIC;CLUB DEPORTIVO;BALONCESTO;; R/ MARCELO MACÍAS, 12 - 1º C;;32;OURENSE;32032;XINZO DE LIMIA;604064756;604064756;;12/08/2024
C-07519;G15899339;HERCULES CORUÑA F.S.;CLUB DEPORTIVO;FÚTBOL SALA;; RUA TORRE 106 ENTRA;15002;15;A CORUÑA;15030;CORUÑA, A;625035173;625035173;;17/09/2002
C-12563;G70478748;CLUB ARCO A FROUXEIRA;CLUB DEPORTIVO;TIRO CON ARCO;; RUA C/SANTIAGO,  19-21 3Dcha.;15572;15;A CORUÑA;15054;NARÓN;640378967;640378967;;23/02/2016
C-10282;G70228358;CLUB DE PATINAXE CAMPUS STELLAE;CLUB DEPORTIVO;PATINAXE;PATINAXE ARTÍSTICO; AVENIDA AVDA DE SALAMANCA, 3-5,2º B 3;15074;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;667692996;600260563;;19/10/2009
C-10551;G70261599;CLUB DEPORTIVO DE NATACIÓN CIDADE DE SANTIAGO;CLUB DEPORTIVO;NATACIÓN;SINCRONIZADA, WATERPOLO; RUA TRAS SANTA ISABEL, PISCINA MUNICIPAL S/N;15704;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;639332658;639332658;;29/07/2010
C-02539;G15245038;C. NATACION FERROL;CLUB DEPORTIVO;NATACIÓN;; AVENIDA EMILIA PARDO BAZA, S/N - COMPEJO POLIDEPORTIVO JAVIER GOMEZ NOYA 2null;15006;15;A CORUÑA;15036;FERROL;981324712;620830621;;05/02/1990
C-03115;G15330905;C. DE FUTBOL RÁPIDO DE NEDA;CLUB DEPORTIVO;FÚTBOL;; RUA SAN ISIDRO 1;15510;15;A CORUÑA;15055;NEDA;653488063;653488063;;27/05/1991
S-10192;G70219100;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;ENTIDADE MERCANTIL;HOCKEY, XIMNASIA, XADREZ, VOLEIBOL, TIRO CON ARCO, TENIS DE MESA, TENIS, TAEKWONDO, SQUASH, RUGBY, REMO, PATINAXE, MONTAÑISMO, LOITA E D.A., KARATE, JUDO E D.A., HALTEROFILIA, GOLF, FÚTBOL, ESGRIMA, DEPORTES DE PERSOAS CON DISCAPACIDADE FÍSICA, DEPORTES PARA MINUSVÁLIDOS PSÍQUICOS, BALONMÁN, BALONCESTO, BÁDMINTON, AUTOMOBILISMO, ATLETISMO;; AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;;15;A CORUÑA;15002;AMES;618283122;629619025;;29/07/2009
C-14993;G19355908;NOROESTE XOGO;CLUB DEPORTIVO;FÚTBOL;; PRAZA ISAAC DIAZ PARDO 2 5D;15008;15;A CORUÑA;15030;CORUÑA, A;662214102;655254507;;08/08/2024
C-14992;G19353853;CLUB NATACIÓN AS MEIGAS;CLUB DEPORTIVO;NATACIÓN;; RUA  XOAN CARBALLAL    12 2ºIZQ;27004;27;LUGO;27028;LUGO;666301185;608914876;;08/08/2024
C-14995;G19972868;CELTA ACADEMY;CLUB DEPORTIVO;FÚTBOL;; RUA A MADROA, S/N CANDEÁN;36317;36;PONTEVEDRA;36057;VIGO;629593231;629593231;;09/08/2024
C-14994;G19359355;CLUB TENIS PORTOSIAVO;CLUB DEPORTIVO;TENIS;; LUGAR ESCUELA A MOA  SN;15230;15;A CORUÑA;15062;OUTES;981850102;663736005;;08/08/2024
C-13846;G15499536;CLUB DEPORTIVO ESTRELLA A SOLAINA;CLUB DEPORTIVO;FÚTBOL SALA;; RÚA MERCEDES FREIRE LAGO 4;;15;A CORUÑA;15054;NARÓN;693323500;693323500;;28/11/2019
C-14990;G19348010;HÉRCULES HOCKEY HIERBA CORUÑA;CLUB DEPORTIVO;HOCKEY;HOCKEY SALA; RÚA JOSE MARÍA HERNANSÁEZ, Nº3, 6IZQD;15009;15;A CORUÑA;15030;CORUÑA, A;609643302;609643302;;08/08/2024
C-14991;;ESCUELAS DE FÚTBOL MOS;CLUB DEPORTIVO;FÚTBOL;; RUA AS BALOUTAS, CAMPO DE FÚTBOL, Nº 8;36417;36;PONTEVEDRA;36033;MOS;606545219;;;08/08/2024
C-06659;G27122696;"S.D. DE CAZADORES ""DEPORTISTAS DA TERRA CHÁ""";CLUB DEPORTIVO;CAZA;; AS PEDREIRAS 18;;27;LUGO;27001;ABADÍN;607905520;;;30/06/2000
C-15017;;HOCKEY CLUB CONDADO;CLUB DEPORTIVO;HOCKEY, DEPORTE XERAL;HOCKEY SOBRE PATÍNS; AVDA. DE CASTELAO, Nº 13, 4º B;;36;PONTEVEDRA;36042;PONTEAREAS;625673533;;;05/09/2024
C-14989;G19938893;LA TITA 2.0;CLUB DEPORTIVO;FÚTBOL;; RÚA ANTONIO PEDREIRA RÍOS, Nº9, BAIXO;;15;A CORUÑA;15030;CORUÑA, A;661193718;;;07/08/2024
C-14988;G19352731;CLUB XADREZ ESCONDIT;CLUB DEPORTIVO;XADREZ;; RUA RÚA ENFESTA, Nº13, 2;15704;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;657423429;657423429;;07/08/2024
C-00011;G27008341;REAL AEROCLUB DE LUGO;CLUB DEPORTIVO;TIRO OLÍMPICO, TENIS, NATACIÓN, HÍPICA, GOLF, CAZA, DEPORTE XERAL;VOO CON MOTOR; RUA  MONDOÑEDO 6;27004;27;LUGO;27028;LUGO;982310114;;;22/09/1983
C-03711;G27159615;C. D. ALBENSE;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; AS TURBELAS, S/N;;27;LUGO;27065;VILALBA;680362513;;;27/11/1992
C-11940;G27457837;CLUBE ATLETISMO VILALBA;CLUB DEPORTIVO;MONTAÑISMO, ATLETISMO;; RÚA CAIBANCAS, 14;;27;LUGO;27065;VILALBA;619318210;;;15/05/2014
C-08477;G15995160;AGRUPACIÓN DEPORTIVA DE BALONCESTO FONTIÑAS;CLUB DEPORTIVO;BALONCESTO;; RUA RÚA BRUXELAS, NÚM.10, PLANTA 1, PORTA D;15707;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;698187562;698187562;;27/04/2005
C-14986;;GLASSY SURF CLUB RIBEIRA;CLUB DEPORTIVO;SURF, VELA;WINDSURF, BODYBOARD; AVENIDA DA CORUÑA, 32;;15;A CORUÑA;15073;RIBEIRA;619689704;619689704;;06/08/2024
C-13371;G15278047;AGRUPACIÓN DEPORTIVA CODIMA;CLUB DEPORTIVO;DEPORTE XERAL;; RUA AVDA. DA LIBERDADE, NÚM.26, BAIXO;15706;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;981522289;609289635;;26/09/2018
C-11292;;KICK BOXING POIO;CLUB DEPORTIVO;BOXEO;KICKBOXING; RÚA ESPERÓN Nº 3;;36;PONTEVEDRA;36041;POIO;639844799;;;13/07/2012
C-15016;;CLUB PATINAXE ARTÍSTICO ROYAL TOMIÑO;CLUB DEPORTIVO;PATINAXE;PATINAXE ARTÍSTICO; RUA NÚÑEZ DE BALBOA 46 1º ES;36208;36;PONTEVEDRA;36057;VIGO;697830605;;;05/09/2024
C-09995;G70196126;CLUB PIRAGÜISMO RIAS BAIXAS;CLUB DEPORTIVO;PIRAGÜISMO;KAYAK POLO; RÚA ESPADAÑAL, S/N;15930;15;A CORUÑA;15011;BOIRO;672908475;;;14/01/2009
C-00588;G15297492;C. DE FUTBOL SPORTING LAMPON;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; LUGAR DE ESCARABOTIÑO, NÚM.8;15992;15;A CORUÑA;15011;BOIRO;620621648;620621648;;10/06/1985
C-03488;G15216187;"SOCIEDADE DE CAZA E PESCA ""HALCÓN""";CLUB DEPORTIVO;TIRO OLÍMPICO, PESCA E CASTING, CAZA, DEPORTE XERAL;PRATO FEDECAT; LUGAR PONTENOVA, Nº 1;15258;15;A CORUÑA;15045;MAZARICOS;660649432;660649432;;05/03/1992
C-01209;G15218241;A. DE CAZADORES DE RIBERAS DELTAMBRE;CLUB DEPORTIVO;TIRO OLÍMPICO, TIRO A VOO, CAZA, DEPORTE XERAL;PRATO FEDECAT, PICHÓN A BRAZO, RECORRIDOS DE CAZA; AVDA. COMPOSTELA,28, BAIXO;15888;15;A CORUÑA;15060;OROSO;607694656;607694656;;19/10/1987
C-14985;;CLUB MP SKATE AS PONTES;CLUB DEPORTIVO;PATINAXE;PATINAXE VELOCIDADE; RÚA IGREXIA,7;;15;A CORUÑA;15070;PONTES DE GARCÍA RODRÍGUEZ, AS;647897569;647897569;;05/08/2024
C-04098;G36207298;CLUB TENIS DE MESA ESPEDREGADA OROSO;CLUB DEPORTIVO;TENIS DE MESA;; COMPLEXO DEPORTIVO JUANITO AMIGO FERREIRO.PLANTA O.OFICINA DE TENIS DE MESA.RÚA DO DEPORTE, S/N.;15888;15;A CORUÑA;15060;OROSO;699126162;645220200;;13/12/1993
C-09825;G70180724;ESCOLA DEPORTIVA OS MIÚDOS S.D.;CLUB DEPORTIVO;FÚTBOL, BALONCESTO, ATLETISMO;; AVDA. DE CASTELAO, Nº 53- 2º;15240;15;A CORUÑA;15053;MUROS;656888008;656888008;;11/07/2008
C-06656;;S.D. DE CAZADORES SALNÉS DE RIBADUMIA;CLUB DEPORTIVO;CAZA;; RÚA BOUZA, Nº 20 A;;36;PONTEVEDRA;36046;RIBADUMIA;629886124;;;29/06/2000
C-13533;G15368863;MAZARICOS CLUB DE FUTBOL;CLUB DEPORTIVO;FÚTBOL;; AVENIDA AVDA 13 DE ABRIL 45;15256;15;A CORUÑA;15045;MAZARICOS;678724176;663247342;;15/01/2019
C-03693;G32161176;C. D. MOREIRAS;CLUB DEPORTIVO;FÚTBOL;; REAL, 46;;32;OURENSE;32081;TOÉN;661446258;666053696;;20/10/1992
C-14984;G19374842;BIG FIVE;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; JUAN DÍAZ PORLIER,3, 6º E;;15;A CORUÑA;15030;CORUÑA, A;644822539;644822539;;05/08/2024
C-00124;G15118409;S.E CULTURAL, RECREATIVA E D. ESTEIRANA;CLUB DEPORTIVO;REMO, FÚTBOL;; ARTÓN,10;15240;15;A CORUÑA;15053;MUROS;664715308;682497845;;14/12/1983
C-11356;G70345517;HOCKEY CLUB RIAZOR;CLUB DEPORTIVO;HOCKEY;; R/ MANUEL MURGUIA, 34 1º B;15009;15;A CORUÑA;15030;CORUÑA, A;626064316;630918644;;18/09/2012
C-11244;G94062981;ASOCIACIÓN DEPORTIVA C.A.R.;CLUB DEPORTIVO;MONTAÑISMO, CICLISMO, ATLETISMO, DEPORTE XERAL;TRÍATLON, SENDEIRISMO / ANDAINAS; BAIXADA  Á ESTACIÓN 3;36800;36;PONTEVEDRA;36045;REDONDELA;986403377;656834580;;31/05/2012
C-14982;;GURES CF;CLUB DEPORTIVO;VOLEIBOL, FÚTBOL SALA, FÚTBOL;; C/ DE LA TORRE, 48, 1º A IZQ;;15;A CORUÑA;15030;CORUÑA, A;671900215;671900215;;02/08/2024
C-04038;G36195550;S. D. XUVENIL DE PONTEAREAS;CLUB DEPORTIVO;FÚTBOL;; RUA VIRGEN DE LA LUZ 4 4B;36860;36;PONTEVEDRA;36042;PONTEAREAS;677034725;638079556;;30/09/1993
C-00404;G36270684;S. D. CRUCES;CLUB DEPORTIVO;FÚTBOL;; LG. CAMBALLÓN S/N;;36;PONTEVEDRA;36059;VILA DE CRUCES;;;;23/11/1984
C-11863;G27799212;ASOCIACIÓN GALLEGA DE ÁRBITROS;CLUB DEPORTIVO;FÚTBOL SALA;; QUINTELA, 31 - 5º A;;36;PONTEVEDRA;36057;VIGO;637016001;;;28/02/2014
C-09690;;CLUB KENDO VIGO-FUJI DOJO;CLUB DEPORTIVO;JUDO E D.A.;KENDO; PRAZA Plaza Francisco Fernández del Riego 8 1 3A;36203;36;PONTEVEDRA;36057;VIGO;621371936;986231459;https://clubkendovigo.com/;14/03/2008
C-14983;;ESCUELA DE FÚTBOL ZÉNIT;CLUB DEPORTIVO;FÚTBOL;; MONTE DAS MOAS,11-13, 8 LL;;15;A CORUÑA;15030;CORUÑA, A;620868453;620868453;;02/08/2024
C-06332;G36344364;C. ESCUELA DE FÚTBOL PORTERO 2000;CLUB DEPORTIVO;FÚTBOL;; RUA RÚA DA SECA, 36 - 2º A;36002;36;PONTEVEDRA;36038;PONTEVEDRA;619170199;;;24/09/1999
C-02045;G36030260;CELTIGA FÚTBOL CLUB;CLUB DEPORTIVO;FÚTBOL;; RUA CL. TESTOS S/N 0;36626;36;PONTEVEDRA;36901;ILLA DE AROUSA, A;986527222;606050534;celtigafutbolclub.com;10/04/1989
C-00349;G36156305;UNION DENA C. DE FUTBOL;CLUB DEPORTIVO;FÚTBOL;; LUGAR CAMPO DE FÚTBOL - SEIXIÑOS  78;36967;36;PONTEVEDRA;36027;MEAÑO;616978957;;;02/10/1984
C-11692;G70385471;SOCIEDADE DEPORTIVA A BAÑA;CLUB DEPORTIVO;FÚTBOL, BALONMÁN, BALONCESTO;; RUA DAS DORES  3;15863;15;A CORUÑA;15007;BAÑA, A;680728090;680728090;;17/09/2013
X-14216;G70192745;DEHOCKEY Y CIA;SECCIÓN DEPORTIVA;HOCKEY;; PRAZA  RECIFE 5 11null;15004;15;A CORUÑA;15030;CORUÑA, A;618715682;618715682;;08/07/2021
C-14980;;A TASCA FÚTBOL CLUB;CLUB DEPORTIVO;FÚTBOL;; MARIÑO DA RIVERA,19, 2º-P1;;15;A CORUÑA;15073;RIBEIRA;622138926;622138926;;01/08/2024
C-13380;G70172291;RACING SAN LORENZO;CLUB DEPORTIVO;FÚTBOL;; CARBALLEIRA SAN LORENZO 2;15705;15;A CORUÑA;15078;SANTIAGO DE COMPOSTELA;682343879;682343879;;01/10/2018
C-14981;;CLUBE DE FÚTBOL NEL;CLUB DEPORTIVO;FÚTBOL;; ANDRÉS PAN VIEIRO,28, ESC. 4º, P-A;;15;A CORUÑA;15031;CULLEREDO;659926258;659926258;;01/08/2024
C-13720;G70596135;CLUB WATERPOLO CORUÑA RÍAS ALTAS;CLUB DEPORTIVO;NATACIÓN;WATERPOLO; RUA Historiador Vedía 19 Baixo6;15004;15;A CORUÑA;15030;CORUÑA, A;601509302;650766414;;15/07/2019
C-14979;;SPM;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; RAFAEL ALBERTI, 2, P2, 2º B;;15;A CORUÑA;15031;CULLEREDO;651304559;651304559;;01/08/2024
C-12702;G27483213;AGRUPACION DEPORTIVA Y CULTURA ABADINENSE DE VETERANOS;CLUB DEPORTIVO;FÚTBOL;; AVDA. DE GALICIA, 23;;27;LUGO;27001;ABADÍN;620063003;;;29/07/2016
C-03167;G27144203;CLUB UNION DEPORTIVA XOVE LAGO;CLUB DEPORTIVO;FÚTBOL;; CAMPO MUNICIPAL DE FÚTBOL S/N;27870;27;LUGO;27025;XOVE;982592711;;;18/09/1991
C-07429;G27284520;ASOCIACIÓN CULTURAL DEPORTIVA XOVE;CLUB DEPORTIVO;TENIS, MONTAÑISMO, FÚTBOL, CICLISMO, BALONCESTO, BÁDMINTON, AUTOMOBILISMO, ACTIVIDADES SUBACUÁTICAS;FÚTBOL SALA; DR. BAAMONDE ILLADE 22;27870;27;LUGO;27025;XOVE;618976159;982592033;;12/06/2002
C-14978;G19941830;CLUB DEPORTIVO OTEICA;CLUB DEPORTIVO;MOTOCICLISMO;; RÚA LABANDEIRA, 89 2º IZD;;27;LUGO;27028;LUGO;629183419;629183419;;26/07/2024
C-06462;G32149130;S.D. CAZADORES SANDIÁS;CLUB DEPORTIVO;CAZA;CAZA MENOR, CAZA MAYOR; R/ FRANCISCO DE MOURE, Nº2 - 7ºA;;32;OURENSE;32054;OURENSE;635568242;635568242;;20/12/1999
C-03516;G32154957;CLUB DE VUELO A VELA - OURENSE;CLUB DEPORTIVO;DEPORTES AÉREOS, DEPORTE XERAL;VOO A VELA; VALLE INCLAN, 6-11-B;;32;OURENSE;32054;OURENSE;988241940;630904409;;24/03/1992
C-14977;G27225952;ASOCIACIÓN LUCENSE DE JUDO;CLUB DEPORTIVO;TRÍATLON E PENTATLÓN MODERNO, JUDO E D.A., CICLISMO, ATLETISMO;; LUGAR DE PENELAS, 16;;27;LUGO;27028;LUGO;696041942;696041942;;24/07/2024
C-11521;G32441065;CLUB DEPORTIVO OURELA;CLUB DEPORTIVO;PATINAXE;; RUA BEDOYA 27 baixonull;32004;32;OURENSE;32054;OURENSE;667644545;667644545;;06/03/2013
F-01527;V15149453;FEDERACIÓN GALEGA DE TENIS DE MESA;FEDERACIÓN DEPORTIVA GALEGO;TENIS DE MESA;; RÚA DO DEPORTE 16;15888;15;A CORUÑA;15060;OROSO;636793118;636793118;www.fgtm.es;26/04/1988
C-03261;G15356488;CARREIRA C. DE FUTBOL;CLUB DEPORTIVO;FÚTBOL;; MONTEVIXAN,6-7. CARREIRA;;15;A CORUÑA;15073;RIBEIRA;659637505;690815858;;30/09/1991
C-14803;G56640543;VAL MIÑOR POOL;CLUB DEPORTIVO;BILLAR;; PRAZA MANUEL ALONSO PÉREZ, Nº 3, BAIXO;;36;PONTEVEDRA;36021;GONDOMAR;617155156;;;19/10/2023
C-08112;G27307255;CLUB CABALEIROS DO ASMA;CLUB DEPORTIVO;HÍPICA;; AVDA DE LUGO 105;;27;LUGO;27016;CHANTADA;607322632;607322632;;19/04/2004
C-14474;G10935344;ATLÉTICO PONTEDEVA;CLUB DEPORTIVO;FÚTBOL;; R/ CORREDOIRA, Nº4;;32;OURENSE;32064;PONTEDEVA;652322020;610196115;;11/07/2022
C-05192;;C. BOLOS CELTAS DE VALLADARES;CLUB DEPORTIVO;BOLOS;BOLO CELTA; ESTRADA XERAL DE VALADARES, 261;;36;PONTEVEDRA;36057;VIGO;986467053;;;25/10/1996
C-09283;G27124205;SOCIEDADE DEPORTIVA ANTAS;CLUB DEPORTIVO;FÚTBOL;; PRAZA  DE ESPAÑA 2;27570;27;LUGO;27003;ANTAS DE ULLA;617093960;;;11/04/2007
C-13446;G27503721;PESCA RIO CABE;CLUB DEPORTIVO;PESCA E CASTING;; RUA MORIN 141;27400;27;LUGO;27031;MONFORTE DE LEMOS;619856447;619856447;;16/11/2018
C-14239;G16821399;FUTBOL SALA CONCELLO DE ABADIN;CLUB DEPORTIVO;FÚTBOL SALA;; AVDA. DE GALICIA, 2;;27;LUGO;27001;ABADÍN;676654795;662524927;;23/08/2021
C-11175;;COVELO CLUB DE FÚTBOL;CLUB DEPORTIVO;FÚTBOL;; TRAVESÍA DE VIGO Nº 20;;36;PONTEVEDRA;36013;COVELO;637762572;;;16/03/2012
C-01401;G36655033;AGRUPACIÓN DEPORTIVA XOGARA;CLUB DEPORTIVO;TENIS, LOITA E D.A., FÚTBOL SALA, BALONMÁN, BALONCESTO, DEPORTE XERAL;; RÚA PADRE CELSO, 6;;36;PONTEVEDRA;36057;VIGO;986375111;;;18/01/1988
C-03467;G27151505;S.D. GUITIRIZ;CLUB DEPORTIVO;TENIS DE MESA, FÚTBOL, ATLETISMO;; CONCELLO S/N;27300;27;LUGO;27022;GUITIRIZ;636171821;;;06/02/1992
C-00264;A36609105;REAL CLUB CELTA DE VIGO, SAD;CLUB DEPORTIVO;FÚTBOL, BALONCESTO, ATLETISMO;; RUA CALLE PRINCÍPE 44;36202;36;PONTEVEDRA;36057;VIGO;986110900;;;15/05/1984
C-07370;G27283258;ABADIN CLUB DE FUTBOL CULTURAL;CLUB DEPORTIVO;FÚTBOL;; GONTÁN, 17;;27;LUGO;27001;ABADÍN;982508198;698128850;;25/03/2002
C-14976;G27145721;COTO DO FARO;CLUB DEPORTIVO;CAZA;; VILLAGUILLULFE, 8 - CARTELOS;;27;LUGO;27009;CARBALLEDO;647628446;647628446;;16/07/2024
C-02787;;A. D. VILLALONGA F.C.;CLUB DEPORTIVO;FÚTBOL;; AVENIDA VILAR 3;36990;36;PONTEVEDRA;36051;SANXENXO;648041862;;;10/10/1990
C-04676;;C.E LOURO TAMEIGA;CLUB DEPORTIVO;FÚTBOL;; CAMIÑO LEVANTADA 22;36416;36;PONTEVEDRA;36033;MOS;667287101;629867854;@lourotameiga;28/04/1995
C-13956;G36796250;CLUB CICLISTA VALLADARES;CLUB DEPORTIVO;CICLISMO;; RÚA CAMIÑO DO PEDREGAL, Nº 6;;36;PONTEVEDRA;36057;VIGO;986467053;;;26/05/2020
C-02904;G36139376;MARIN C.F.;CLUB DEPORTIVO;FÚTBOL;; BARRIADA DE SAN PEDRO, S/N - AC 57;;36;PONTEVEDRA;36026;MARÍN;699435002;;;10/01/1991
C-12004;;CAB PONTEVEDRA;CLUB DEPORTIVO;BALONCESTO;; RUA Calle La Estrada  17 2B;36004;36;PONTEVEDRA;36038;PONTEVEDRA;691823691;;www.cabpontevedra.com;28/07/2014
C-03586;;C. D. ATLETICO VILLAR;CLUB DEPORTIVO;FÚTBOL;; ESTRADA DO GALLEIRO, 76;;36;PONTEVEDRA;36045;REDONDELA;986401494;;;20/05/1992
C-08306;G32219271;SOCIEDADE DE CAZADORES DE CORTEGADA DE BAÑOS;CLUB DEPORTIVO;CAZA;; LG. FACHA VILAMEA, 28;32430;32;OURENSE;32068;RAMIRÁS;660168471;662200760;;18/10/2004
C-06360;G27234970;SOCIEDADE DEPORTIVA DE CAZADORES SAN JORGE;CLUB DEPORTIVO;CAZA;; AVDA. DE LUGO, 52 1º;;27;LUGO;27040;PALAS DE REI;649876882;649876882;;06/10/1999
C-06818;G27263946;ESCUELA DE FUTBOL VIVEIRO;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; AVDA. RAMÓN CANOSA, 18 3ºC;;27;LUGO;27066;VIVEIRO;629864357;607689976;;24/11/2000
C-00161;;S. CULTURAL DEPORTIVA POIO;CLUB DEPORTIVO;FÚTBOL;; RUA DO CONVENTO 7;36995;36;PONTEVEDRA;36041;POIO;606257171;;;01/01/1900
C-04131;G36733020;C. DE FUTBOL SAN ESTEBAN;CLUB DEPORTIVO;FÚTBOL;; CARRETERA COUTADA Nº 42;;36;PONTEVEDRA;36057;VIGO;986204872;;;13/12/1993
C-14974;;ESMORGA FUTBOL SALA;CLUB DEPORTIVO;FÚTBOL SALA;; URB. SAN ELEUTERIO, Nº 33, BLOQUE D-3, BAIXO A;;36;PONTEVEDRA;36033;MOS;;;;10/07/2024
C-08413;G27319284;SOCIEDADE DEPORTIVA RIBADEO;CLUB DEPORTIVO;FÚTBOL, BALONCESTO;; RUA SAN ROQUE 42 BAIXOnull;27700;27;LUGO;27051;RIBADEO;609390667;;;16/02/2005
C-05738;;C. CATOIRA S. D.;CLUB DEPORTIVO;FÚTBOL;; TRAVESIA DA CORREDOIRA SN;36612;36;PONTEVEDRA;36010;CATOIRA;603659525;625397807;;05/03/1998
C-03598;;XADREZ PONTEAREAS;CLUB DEPORTIVO;XADREZ;; AVENIDA AVDA. SARMIENTO RIVERA, Nº 17, 1º ESQUERDA;36860;36;PONTEVEDRA;36042;PONTEAREAS;986660056;;;20/05/1992
C-02215;G32344574;C. D. ATLETICO ARNOIA;CLUB DEPORTIVO;FÚTBOL, BALONCESTO;; LUGAR SAN MAURO 19;32417;32;OURENSE;32003;ARNOIA, A;615249721;988492958;;01/01/1900
C-09098;G36978559;CLUB KAYAK VIGO;CLUB DEPORTIVO;PIRAGÜISMO;KAYAK POLO; RUA CASIANO MARTÍNEZ 6;36208;36;PONTEVEDRA;36057;VIGO;886133386;675592330;www.kayakvigo.es;27/10/2006
C-06539;G32263329;S. D. DE CAZADORES O IRIXO;CLUB DEPORTIVO;CAZA;; SURRIBAS, 1;;32;OURENSE;32035;IRIXO, O;670378529;698108637;;08/03/2000
C-02891;G27133818;RIBADEO FUTBOL CLUB;CLUB DEPORTIVO;FÚTBOL;; AVENIDA  LUARCA S/N ESTADIO MUNICIPAL PEPE BARRERA, APARTADO CORREOS 33;27700;27;LUGO;27051;RIBADEO;649921135;;;21/12/1990
C-14973;G19923382;CIOS REDONDELA;CLUB DEPORTIVO;FÚTBOL SALA, FÚTBOL;; ESTRADA DE NEGROS, Nº 33;;36;PONTEVEDRA;36045;REDONDELA;606253764;;;10/07/2024
C-15014;G19843515;CLUB DEPORTIVO MORRAZO ACADEMY;CLUB DEPORTIVO;FÚTBOL;; LUGAR CASAL, Nº 13, BAIXO;;36;PONTEVEDRA;36029;MOAÑA;616373463;616373463;;05/09/2024
C-00722;;FIGUEIRIDO C.F.;CLUB DEPORTIVO;FÚTBOL;; BALTEIRO, 57 - FIGUEIRIDO;;36;PONTEVEDRA;36058;VILABOA;986.708.481;;;08/12/1985
C-10874;G27422542;CLUB CHANTADA ATLETICO;CLUB DEPORTIVO;FÚTBOL;; RUA LEONARDO RODRIGUEZ, 25 BAIXO;;27;LUGO;27016;CHANTADA;616316836;;;23/06/2011
C-14987;G19797026;CAB VETERANOS;CLUB DEPORTIVO;FÚTBOL;; ESTRADA DA LANZADA, Nº 62, 1º B;;36;PONTEVEDRA;36051;SANXENXO;622113770;;;06/08/2024
C-11945;;ESCOLA DEPORTIVA A MERCED;CLUB DEPORTIVO;FÚTBOL;; RÚA SAN FRANCISCO, 19;;36;PONTEVEDRA;36006;CAMBADOS;635975969;;;26/05/2014
